 gene 	 metA1a 	 metA1b 	 metB1a 	 metB1b 	 metA10a 	 metA10b 	 metB10a 	 metB10b 	 mtrA1a 	 mtrA1b 	 mtrB1a 	 mtrB1b 	 mtrA10a 	 mtrA10b 	 mtrB10a 	 mtrB10b 
 yorH 	 296.7931 	 361.1379 	 252.4483 	 396.1379 	 452.6552 	 460.8621 	 559.1035 	 567.9655 	 285.6897 	 284.8276 	 202.4138 	 219.7931 	 498.1538 	 717.2069 	 610.0345 	 605.5862 
 yqbO 	 397.3448 	 444.4483 	 341.7931 	 368.2069 	 709.3448 	 747.5172 	 565.1724 	 656.9655 	 431.4138 	 437.2758 	 374.1724 	 343.5172 	 685.1154 	 727.2308 	 489,00   	 570.8276 
 pgi 	 734.1724 	 675.6552 	 564.0345 	 584.2759 	 1187.759 	 1178.69 	 1158.138 	 1109.655 	 777.8965 	 720.5862 	 626.8276 	 679.931 	 1301.31 	 1168.448 	 1056.345 	 1031.379 
 ywcI 	 2345.552 	 2495.241 	 1854.655 	 2079.759 	 4369.965 	 4624.035 	 5699.311 	 5723.586 	 2777.483 	 2834.517 	 2397.104 	 2364.69 	 5244.448 	 5259.241 	 5158.965 	 5433.759 
 ynzC 	 727.931 	 721.069 	 601.3448 	 566.4828 	 1315.31 	 1365.414 	 1604.759 	 1658.207 	 703.3448 	 684.8965 	 699.3448 	 674.8965 	 1291.448 	 1119.793 	 1656.276 	 1678.276 
 yopN 	 365.5862 	 311.3846 	 273.8621 	 261.1724 	 602.1379 	 569.2414 	 594.2414 	 489.3793 	 426.5172 	 366.4828 	 330.8621 	 287.7931 	 627.5862 	 539,00   	 568.3448 	 448.9655 
 pgm 	 1833.138 	 1869.621 	 1348.552 	 1288.103 	 3267.172 	 3121.448 	 2595.31 	 2618.241 	 1 552,00   	 1443.862 	 1420.103 	 1407.483 	 3078.862 	 3062.379 	 2490.586 	 2495.552 
 yrkB 	 463.8276 	 634.3793 	 322.7586 	 396.8276 	 609.7931 	 726.069 	 773.2069 	 888.2414 	 420.4138 	 681.8965 	 364.2414 	 438.8276 	 861.5172 	 930.069 	 681.5517 	 821.4828 
 yutH 	 3038.414 	 3125.862 	 2192.862 	 2130.276 	 3737.621 	 3783.448 	 5140.311 	 5137.172 	 2957.724 	 3142.069 	 2667.172 	 2850.414 	 5130.172 	 5190.828 	 4512.759 	 4514.586 
 galT 	 817.1035 	 744.3793 	 415.7586 	 547.5172 	 850.5172 	 796.3448 	 912.5172 	 983.069 	 872.8965 	 823.2759 	 598.0345 	 603.4483 	 920.2759 	 1151.966 	 900.2759 	 842.7241 
 gltC 	 479.931 	 432.9375 	 338.3793 	 319.4138 	 628.1379 	 622.3793 	 685.4828 	 733.4138 	 483.931 	 468.6207 	 383.5517 	 379.9655 	 719.6896 	 674.9615 	 604.6552 	 614.6207 
 yonS 	 348,00   	 296,00   	 241.7241 	 201.5172 	 454.8846 	 421.5385 	 448.3793 	 375.7931 	 347.0385 	 295.6154 	 267.4483 	 250.3103 	 503.4231 	 422.8077 	 441.0345 	 371.9655 
 yfhB 	 803.6896 	 797.5172 	 531.4138 	 549.8965 	 1162.276 	 1102.897 	 1137.379 	 1219.276 	 712.7586 	 776.1724 	 566.8621 	 580.3448 	 1163.069 	 1281.483 	 1046.897 	 1082.103 
 yrdC 	 390.7586 	 400.4138 	 287.2758 	 312.4138 	 631.931 	 647,00   	 599.8621 	 675.4138 	 356.5517 	 413.2414 	 294.1035 	 333.6552 	 583.3448 	 666.931 	 557,00   	 538.069 
 yurW 	 891.4483 	 886.4828 	 723.5517 	 720.1035 	 1248.207 	 1327.828 	 1507.414 	 1533.31 	 916.4828 	 882.7931 	 828.069 	 870.4138 	 1440.793 	 1507.448 	 1609.931 	 1623.931 
 cydD 	 1079.517 	 1023.724 	 616.4828 	 566.1035 	 1357.069 	 1276.621 	 1425.241 	 1242.172 	 1044.931 	 1061.793 	 641.3104 	 673.9655 	 1557.414 	 1477.966 	 1196.241 	 1276.69 
 yoqM 	 989.4138 	 916.931 	 568.8621 	 563.2069 	 1189.483 	 1270.793 	 1504.862 	 1570.207 	 980.5517 	 981.931 	 659.4828 	 652.4828 	 1585.586 	 1588.966 	 1164.276 	 1386.379 
 yokL 	 322.7586 	 306.5862 	 255.6207 	 230.8965 	 472.4828 	 464.2188 	 445.6207 	 393.3793 	 337.8621 	 297.8846 	 234.9655 	 241.7586 	 546.8965 	 483.1154 	 437.5517 	 346.8965 
 yjbS 	 1074.414 	 1051.621 	 795.2069 	 798.3104 	 1510.897 	 1500.69 	 1472.138 	 1559.379 	 925.9655 	 940,00   	 912.931 	 904.8965 	 1624.276 	 1707.552 	 1368.828 	 1383.586 
 yrrR 	 314.6207 	 378.7931 	 271.069 	 258.1379 	 478.8621 	 532.8965 	 582.8621 	 625.7241 	 293.3462 	 318.6207 	 234,00   	 320.9655 	 468.0345 	 580.2759 	 515.1379 	 479.8276 
 eno 	 1357.345 	 1395.379 	 1159.793 	 1126.966 	 2393.172 	 2305.172 	 2334.517 	 2502.69 	 984.069 	 998.1724 	 1221.138 	 1234.655 	 2467.104 	 2469.966 	 2230.828 	 2026.966 
 yxzG 	 312.4138 	 317.2414 	 259.5172 	 330.1035 	 433.7931 	 458.7931 	 441.7931 	 451.1724 	 348.1538 	 310.6552 	 225.1379 	 259.3793 	 459.5862 	 546.3448 	 356.8276 	 355.0345 
 yokD 	 289.4375 	 297.6875 	 228.1724 	 224.5517 	 431.1724 	 467.7586 	 375.9655 	 397,00   	 303.4231 	 299.5769 	 245.7931 	 224.2414 	 496.7931 	 475.3448 	 324.8621 	 324.4828 
 ilvA 	 367.7586 	 393.6207 	 265.8965 	 257.6552 	 574.1379 	 543.069 	 447.0345 	 437.9655 	 437.8621 	 430.6552 	 285.1379 	 279.8965 	 804.931 	 772.4483 	 407.6897 	 430.4483 
 yorB 	 293.8438 	 259.6562 	 216.7931 	 198.7241 	 415.4231 	 386.8846 	 355.7242 	 327.7931 	 315,00   	 323.2308 	 236.7241 	 200.2069 	 471.3846 	 512.6923 	 305.1379 	 302.5862 
 obg 	 382.6562 	 424.5517 	 245.2069 	 301.2069 	 532.1035 	 581.6552 	 454.8621 	 521.5517 	 312.125 	 347.069 	 287.4828 	 269.8965 	 545.8461 	 525.9655 	 438.2758 	 435.7931 
 yvfC 	 1017.966 	 1011.034 	 697.931 	 668.069 	 1472.586 	 1544.138 	 1657.138 	 1719.552 	 995.5172 	 1034.69 	 705.4138 	 737.7586 	 1875.966 	 1845.69 	 1360.931 	 1505.414 
 yxeC 	 677.7931 	 750.8276 	 600.3448 	 568.3104 	 1195.069 	 1127.862 	 988.3104 	 1132.414 	 725.4483 	 723.4138 	 591.7586 	 582.6896 	 1153.448 	 1306.069 	 973.8276 	 952.5517 
 serA 	 1168.483 	 1062.966 	 833.2069 	 817.8965 	 2449.655 	 2411.828 	 1912.586 	 1899.345 	 925.6896 	 1034.793 	 825.1379 	 875.0345 	 2517.069 	 2512.104 	 1717.862 	 1 734,00   
 ypjG 	 338.3077 	 318.8077 	 247.1379 	 204.2069 	 574.7241 	 371.0938 	 440.1379 	 293.5172 	 371,00   	 291,00   	 304.4828 	 242.1379 	 433.6923 	 384.8077 	 344.1724 	 312.2758 
 yfjF 	 1382.793 	 1394.517 	 805.6896 	 817.2069 	 904.5862 	 969.2414 	 1057.034 	 1043.759 	 1304.931 	 1371.276 	 854.1035 	 881.1379 	 1010.552 	 1061.483 	 954.3448 	 981.7931 
 tig 	 789.3793 	 751.6207 	 529.931 	 480.931 	 1242.862 	 1119.724 	 721.7586 	 772.9655 	 717.1379 	 563.7586 	 519.2414 	 547.1379 	 942,00   	 988.7241 	 725.8621 	 765.931 
 yvcP 	 723.5172 	 688.6552 	 656.0345 	 638.1035 	 1441.552 	 1563.448 	 1992.207 	 1935.483 	 798.5517 	 744.2069 	 706.2069 	 667.4138 	 1728.828 	 1739.552 	 1779.103 	 1788.207 
 iolC 	 529.8621 	 527,00   	 334.5862 	 352.1035 	 628.4483 	 603.2414 	 697.6207 	 697.1379 	 595.1035 	 570.6207 	 344.6897 	 323.3448 	 597.931 	 623.1379 	 583,00   	 612.931 
 yqhP 	 472.7931 	 512.7241 	 314.2758 	 283.4828 	 711.8621 	 719.1379 	 1017.69 	 1070.517 	 674.0345 	 717.8965 	 355.2758 	 444.6552 	 743.2759 	 724.4483 	 974.6896 	 1004.759 
 hbs 	 643.7586 	 693.2069 	 380.6207 	 411.069 	 1040.172 	 1016.069 	 637.3104 	 700.8965 	 534.0345 	 567.8965 	 382.8621 	 399.8621 	 1092.586 	 1053.586 	 608.5862 	 640.931 
 gerM 	 254.2308 	 287.3793 	 229.6897 	 217.2069 	 381.8621 	 372.6552 	 430,00   	 419.8965 	 292.1035 	 297.069 	 305,00   	 330.5862 	 369.4231 	 370.9655 	 482.5862 	 510.069 
 yvmC 	 508.2069 	 485.3448 	 350.0345 	 324.6897 	 825.0345 	 837.8276 	 938.2414 	 945,00   	 522.6896 	 516.5517 	 336.7931 	 320.1724 	 812.7931 	 801.3104 	 813.7241 	 878.7931 
 yydI 	 675.3793 	 656.8276 	 491.1724 	 510.6897 	 985.1724 	 1030.379 	 1101.862 	 1099.414 	 750.9655 	 766.3104 	 540.6552 	 542.5172 	 951.931 	 1040.483 	 1089.552 	 1130.655 
 ysnD 	 430.7242 	 476.6897 	 265.1724 	 284.2069 	 584.8621 	 566,00   	 606.5517 	 575.3448 	 452.4483 	 418.8276 	 305.1379 	 320.6897 	 570.7586 	 579.6207 	 565.4828 	 580.3793 
 resB 	 318.069 	 309.069 	 261.069 	 255.4483 	 537.5172 	 519.3793 	 405.4138 	 412.931 	 296.6154 	 329.3462 	 278.8965 	 232.7241 	 537.5862 	 524.931 	 373.5517 	 392.6552 
 ysdA 	 1649.069 	 1647.655 	 954.5862 	 940.1724 	 1072.793 	 1026.069 	 1389.241 	 1 410,00   	 1831.172 	 1863.621 	 1168.483 	 1243.034 	 1077.966 	 1166.655 	 1502.69 	 1462.552 
 tuaA 	 514,00   	 484,00   	 416.3448 	 353.6552 	 779.6552 	 664,00   	 855.3793 	 800.4828 	 583.0345 	 570,00   	 388.2069 	 316.9655 	 805.2414 	 839.069 	 888.8965 	 903.8276 
 yycJ 	 621.7931 	 686.5517 	 451,00   	 466.3793 	 558.2759 	 615.7931 	 569.6207 	 595.2414 	 761.5517 	 790.8621 	 454.3448 	 442.7586 	 542.1724 	 507.7931 	 663.7586 	 642.5172 
 yutG 	 219.7692 	 245.6538 	 188.8276 	 182.7241 	 255.6875 	 281.5 	 269.3793 	 261.5172 	 180.4231 	 225.5385 	 181.8621 	 178.6897 	 258.6923 	 272.9615 	 232.4828 	 288.4483 
 yqjN 	 282.3077 	 235.2308 	 196.9655 	 219.069 	 346.2758 	 390.4828 	 416.0345 	 370.8621 	 271.3077 	 235.5 	 242.4828 	 234.4828 	 403.6207 	 368.1538 	 405.0345 	 396.9655 
 dnaI 	 613.1379 	 586,00   	 408.7586 	 341.931 	 745.6552 	 848.1724 	 692.5862 	 766.5172 	 618.2414 	 595.6207 	 522.7586 	 469,00   	 835.2759 	 880.6207 	 755.0345 	 791.1035 
 ywqH 	 559.9655 	 558.2759 	 460,00   	 440.5862 	 1039.138 	 1063.621 	 1040.448 	 1025.759 	 520.3793 	 500.3103 	 422.5172 	 346.4138 	 1042.517 	 1063.517 	 733.931 	 760.2414 
 sspG 	 705.5517 	 717.4828 	 411.8621 	 322.7242 	 644.5517 	 710.1379 	 974.3793 	 957.8965 	 900.3448 	 855.7931 	 652.2069 	 636.3104 	 654.2414 	 696.8621 	 1180.897 	 1239.414 
 yveA 	 889.0345 	 881.8276 	 603.3104 	 622.3448 	 859,00   	 840.069 	 1230.103 	 1268.862 	 1110.138 	 1097.621 	 751.5862 	 771.2759 	 1129.724 	 1161.966 	 1359.172 	 1341.172 
 spoIIIAC 	 230.3125 	 241.2188 	 200.3793 	 174.1379 	 303.8462 	 258.0385 	 306.5517 	 293.2414 	 250.6923 	 237.4615 	 192.4138 	 184.3448 	 295.2692 	 301.4231 	 279.3103 	 263.1724 
 ytmI 	 1248.966 	 1231.897 	 737,00   	 716.069 	 2273.862 	 2332.276 	 1428.138 	 1451.483 	 1496.966 	 1481.621 	 1059.655 	 1041.241 	 3164.517 	 3636.586 	 1811.414 	 1829.552 
 ureA 	 724.5517 	 690.0345 	 471.1379 	 488.4828 	 830.069 	 859.7931 	 1016.448 	 1049.724 	 818.4483 	 797.6896 	 569.8965 	 509.3103 	 1127.172 	 1086.31 	 952.5172 	 1008.138 
 tagB 	 273.8965 	 270.5172 	 195.1379 	 214.5517 	 343.5172 	 382.5517 	 340.069 	 352.7931 	 240.0938 	 262.1035 	 226.0345 	 248.3793 	 381.7242 	 390.4828 	 341.3448 	 343.6207 
 comGA 	 828.5172 	 812.0345 	 310.7586 	 304,00   	 1244.034 	 1279.759 	 440.2414 	 431.6897 	 654.1035 	 632.3104 	 258.8965 	 280.069 	 1056.828 	 1079.897 	 309.3448 	 327.9655 
 ytpQ 	 1294.103 	 1315.759 	 956.3793 	 964.1379 	 1634.517 	 1595.724 	 1984.138 	 2009.241 	 1 424,00   	 1420.379 	 1030.655 	 1091.207 	 1764.276 	 1757.897 	 1973.828 	 1982.655 
 ywkE 	 351.4138 	 321.8621 	 263.2758 	 268.7931 	 416.2069 	 424.3103 	 437.2758 	 481.3448 	 331.2812 	 365.8276 	 256.7242 	 275.3103 	 382.3793 	 393,00   	 362.5517 	 391.4483 
 ywrK 	 231.931 	 233.9655 	 191.1724 	 192.7931 	 258.375 	 249.4062 	 286.7931 	 254.931 	 274.7586 	 281.5172 	 212.2759 	 197.1724 	 267.1538 	 269.0385 	 241.8621 	 239.9655 
 cdd 	 400.3103 	 368.0345 	 290.1379 	 306.5172 	 499.5172 	 509.1724 	 453.8965 	 481.4138 	 357.6552 	 348.0345 	 279.2069 	 266.6207 	 537.4828 	 542.1035 	 477.0345 	 373.931 
 asnB 	 616.2069 	 636.2414 	 405.2758 	 413.1724 	 827.7586 	 831.069 	 775.3793 	 776.7931 	 490.9655 	 516.931 	 426.069 	 474.5862 	 714.6552 	 750.6207 	 845,00   	 796,00   
 ywfK 	 1218.586 	 1176.241 	 1015.104 	 960.8965 	 1015.793 	 1057.172 	 1166.966 	 1072.414 	 1264.966 	 1199.138 	 894.2414 	 999.8621 	 988.5172 	 1022.172 	 1296.931 	 1290.724 
 ywlA 	 446.4483 	 455.5172 	 324.1035 	 281.1724 	 620.1379 	 644.069 	 1246.345 	 1303.759 	 694.2759 	 635.6896 	 292.6552 	 307.2069 	 577,00   	 541.2414 	 1272.276 	 1315.862 
 yqeE 	 205.3125 	 213.25 	 193.069 	 187.1379 	 313.3846 	 321.3462 	 239.7586 	 254.2069 	 209.8077 	 200.8077 	 195.8276 	 179.1379 	 259.2692 	 252.1538 	 274.931 	 248.5862 
 ybfK 	 539.4828 	 619.5172 	 508.4138 	 503.4828 	 750.0345 	 796.8621 	 1020.621 	 1026.448 	 675.5862 	 689.7241 	 561.0345 	 627.7931 	 756.6207 	 818.1035 	 964.6207 	 1011.724 
 yfiF 	 555.5517 	 563.9655 	 548.8621 	 533.4483 	 810.1724 	 826.069 	 1036.483 	 1 088,00   	 661.5172 	 585.3448 	 642.2414 	 691.8621 	 853.6552 	 922.6207 	 1026.138 	 1056.724 
 ykoZ 	 898.931 	 855.8276 	 459.4828 	 501.4138 	 840,00   	 923.4138 	 742.4138 	 695.7586 	 867.5862 	 829.7586 	 527.9655 	 483.5862 	 847.7241 	 809.5862 	 624.931 	 678.0345 
 ywbH 	 1606.414 	 1645.517 	 885.8621 	 880.3104 	 1015.034 	 999,00   	 1370.414 	 1436.966 	 2115.862 	 2056.034 	 1222.517 	 1220.379 	 878.8621 	 902.5172 	 1378.931 	 1408.103 
 ydbN 	 984.1724 	 1136.759 	 756.4138 	 779,00   	 1618.897 	 1678.207 	 2128.034 	 2085.069 	 1239.759 	 1 241,00   	 925.8276 	 930.8276 	 1727.793 	 1701.276 	 1973.897 	 2044.517 
 yheL 	 305.6552 	 318.1724 	 217.5862 	 277.2758 	 499.2414 	 496.8276 	 590.7241 	 575.1379 	 304.6875 	 326.069 	 335.7242 	 264.1035 	 429.3438 	 512.2069 	 473.7586 	 462.2069 
 ycbG 	 272.8965 	 316.931 	 278.0345 	 256.4483 	 542.9655 	 571.7308 	 531.931 	 581.5517 	 348,00   	 315.5312 	 283.7931 	 271.2758 	 530.2692 	 543.3461 	 471.8276 	 457.2069 
 yfhI 	 245.1379 	 221.4483 	 179.6552 	 186.2414 	 325.3462 	 338.3846 	 402.8621 	 384.7586 	 243.5625 	 222.6562 	 215.3448 	 243.4483 	 336.3077 	 312,00   	 361.1379 	 343.4828 
 ykvQ 	 278.5172 	 258.2758 	 254.5862 	 323.1724 	 459.1154 	 444.3462 	 663.7931 	 668.5517 	 270.5 	 309.0625 	 271.7242 	 331.2758 	 405.7692 	 425.5769 	 676.8965 	 660.2069 
 yxjJ 	 1009.448 	 1126.138 	 800.6207 	 838.1035 	 1252.414 	 1250.414 	 1623.931 	 1684.138 	 999.931 	 1200.138 	 944.9655 	 978.6896 	 1432.103 	 1394.207 	 1533.448 	 1617.69 
 ydeE 	 480.1379 	 463.0345 	 358.4828 	 333.4138 	 698.7931 	 620.4138 	 812.1724 	 745.4483 	 486.7242 	 516.3793 	 405.5517 	 379.5172 	 718.1724 	 595.7241 	 842.2759 	 866.9655 
 yhfV 	 595.2759 	 589.5172 	 439.6552 	 432.1724 	 1060.897 	 1169.034 	 809.7586 	 760.7586 	 457.1724 	 535.1724 	 490.1724 	 499.7931 	 1026.586 	 964.9655 	 787.8276 	 788.6552 
 yccK 	 492.4828 	 484.1379 	 318.4138 	 306.931 	 546.7586 	 572.2759 	 652.069 	 649.3793 	 614.3448 	 623.9655 	 295,00   	 302,00   	 561.7586 	 564.5862 	 590.5517 	 585.1379 
 yhcC 	 1120.793 	 1164.69 	 594.8965 	 565.7931 	 693.2759 	 645.8965 	 708.1035 	 721.2414 	 1321.828 	 1287.828 	 648.7586 	 681.8621 	 633.0345 	 651.0345 	 727.8965 	 776.3104 
 ykuF 	 280.8077 	 279.0385 	 205.8621 	 206.3448 	 433.1035 	 473.1379 	 365.4483 	 435.4483 	 274.1538 	 309.8965 	 228,00   	 238.7931 	 328.7242 	 356.8621 	 330.4483 	 365.6207 
 iolR 	 392.8462 	 397.3793 	 268.7931 	 292.3103 	 498.375 	 461.375 	 492.6207 	 526.2414 	 428,00   	 413.1724 	 304.931 	 365.069 	 474,00   	 516.2759 	 460.2758 	 481.8965 
 ydfG 	 461.6207 	 466.5862 	 326.9655 	 311.2069 	 602.1724 	 648.2759 	 643.5172 	 729.2759 	 473.5172 	 478.6897 	 362.2414 	 327.1724 	 676.4828 	 690.5517 	 675.2414 	 656.4138 
 yisD 	 904.6207 	 977.3104 	 659,00   	 636.4483 	 742.1379 	 774.4828 	 895.7241 	 920.1379 	 1072.103 	 1104.103 	 738.5517 	 729.2414 	 792.8276 	 818.9655 	 847.6552 	 862.6552 
 rapC 	 1033.172 	 1054.655 	 737.4483 	 689.3448 	 1660.069 	 1615.793 	 1393.276 	 1418.483 	 1165.31 	 1047.241 	 732.6552 	 738.2759 	 2164.966 	 1997.931 	 1345.414 	 1347.172 
 yhdO 	 701.3104 	 656.1724 	 528.8965 	 462.4828 	 1088.034 	 927.8965 	 1096.241 	 1058.724 	 569.9655 	 571.8965 	 537.7586 	 525.931 	 1106.103 	 1075.448 	 985.1724 	 1009.172 
 pdhA 	 1107.138 	 993.0345 	 929.7931 	 872.4138 	 1848.138 	 1882.172 	 1997.828 	 2075.621 	 624.1035 	 659.3448 	 962.069 	 992.6552 	 1323.207 	 1289.621 	 1983.379 	 1974.31 
 yxnA 	 651.6896 	 680.7931 	 485.2069 	 496.8621 	 1064.172 	 997.6896 	 1248.345 	 1262.517 	 766.6896 	 731.1379 	 592.5172 	 562.6896 	 1120.552 	 1024.138 	 1016.517 	 1118.483 
 ydgB 	 1505.207 	 1355.517 	 1138.276 	 1136.103 	 1087.586 	 1194.138 	 1763.759 	 1 661,00   	 1810.966 	 1665.655 	 1253.897 	 1056.724 	 1352.552 	 1350.207 	 1733.034 	 1685.207 
 yjcF 	 2631.793 	 2711.483 	 2372.966 	 2 307,00   	 3290.759 	 3388.655 	 5027.655 	 5292.931 	 2 954,00   	 2941.448 	 2723.31 	 2771.069 	 4243.655 	 4423.104 	 5047.207 	 5158.552 
 ydaG 	 1000.759 	 986.7931 	 1074.483 	 1025.69 	 1051.621 	 1034.276 	 1883.138 	 1917.931 	 1230.103 	 1212.828 	 1000.379 	 1106.172 	 1046.172 	 1158.586 	 1860.172 	 1882.862 
 yhfC 	 372.5625 	 343.3125 	 280.8965 	 268.6897 	 525.2414 	 490.5862 	 649.1035 	 548.8965 	 411.7812 	 374.125 	 294.8276 	 304.931 	 507,00   	 471.4231 	 757.069 	 708.7586 
 ylbD 	 650.0345 	 534.7241 	 272.3793 	 280.1379 	 490.6154 	 505.8276 	 586,00   	 549.2069 	 828.5172 	 785.8965 	 379.2414 	 359.1724 	 530.6539 	 483.8077 	 574.7241 	 535.5517 
 yyaT 	 277,00   	 294.4615 	 217.1379 	 234.1035 	 403.4483 	 455.2758 	 451.6552 	 436.3448 	 272.0312 	 297.931 	 238.3793 	 248.3103 	 414.2758 	 378.7586 	 391.2758 	 425.3103 
 ydhH 	 369.4138 	 356.8621 	 253.3103 	 269.7242 	 501.3448 	 477.5517 	 615.8276 	 549.3448 	 438.7242 	 349.1035 	 305.8276 	 278.2069 	 529.6896 	 557.3104 	 578.2414 	 526.8965 
 yjoA 	 979.0345 	 1042.483 	 714.7586 	 721.5172 	 1 099,00   	 1255.552 	 1260.655 	 1303.966 	 1079.414 	 1127.103 	 766.2759 	 779.6896 	 1328.103 	 1180.655 	 1242.862 	 1204.276 
 yddS 	 532.1724 	 552.6207 	 420.0345 	 437.8965 	 771.7586 	 813.5862 	 1018.241 	 999.5172 	 655.0345 	 685.2069 	 468.1379 	 455.6897 	 760.3793 	 791.4138 	 981.6207 	 1000.586 
 addB 	 293.6207 	 324.4828 	 256.1379 	 270.7586 	 511.1724 	 572.3104 	 499.5862 	 537.9655 	 283.3438 	 280.375 	 252.2069 	 281.7931 	 480.3103 	 538.3793 	 428.6207 	 492.3793 
 spoIIGA 	 286.2414 	 279.8621 	 233.4483 	 211.8965 	 439.375 	 457.0312 	 405.069 	 406.6552 	 306.875 	 307.1724 	 277.4138 	 249.2759 	 384.8965 	 426.2414 	 392.6897 	 391.7242 
 ybbJ 	 319,00   	 343.2758 	 236.4138 	 253.6207 	 467.9688 	 495.25 	 382.3793 	 409.8965 	 298.1562 	 313.1035 	 233.7586 	 227.5862 	 469.5625 	 455.75 	 413.4138 	 413.6207 
 ydjJ 	 577.5172 	 399.7586 	 303.069 	 265.069 	 823.6552 	 606.6552 	 775.2069 	 614.5517 	 479.931 	 381.7586 	 327.9655 	 310.5172 	 778.9655 	 642.5 	 689.0345 	 578.8621 
 ykrS 	 2054.724 	 2109.966 	 1645.034 	 1590.138 	 4326.311 	 4378.862 	 4561.931 	 4777.759 	 2126.517 	 2120.414 	 1811.621 	 1 971,00   	 4846.552 	 4 806,00   	 4479.517 	 4373.311 
 ydgH 	 811.4138 	 796.3104 	 559.4138 	 560.3104 	 1687.586 	 1690.069 	 1098.69 	 1146.966 	 834.931 	 820.931 	 610,00   	 649,00   	 1732.138 	 1896.448 	 1177.138 	 1193.103 
 yitZ 	 447.3103 	 389.1724 	 290.5517 	 261.2069 	 724.2759 	 623.7931 	 744.2759 	 584.2069 	 508.3793 	 425.7242 	 358.6897 	 282.2069 	 689.1724 	 603.0345 	 646.931 	 674.069 
 ylnD 	 613.5517 	 648,00   	 559.2759 	 477.7586 	 1110.897 	 990.2069 	 949.8621 	 923.4483 	 787.6552 	 860.1035 	 582.1724 	 584.931 	 1407.759 	 1480.621 	 991.3104 	 1006.138 
 pcp 	 964.2069 	 982.8621 	 924.5862 	 930.4483 	 1465.241 	 1443.448 	 1704.276 	 1845.655 	 920.8965 	 941,00   	 1050.897 	 1078.483 	 1868.931 	 1876.828 	 1720.103 	 1785.621 
 sapB 	 640.7586 	 621.5862 	 397.3448 	 345.8965 	 628.6552 	 584.3448 	 640.6207 	 626.9655 	 596.7241 	 592.1379 	 358.4828 	 345.8621 	 624.0345 	 613.3448 	 512.7931 	 527.6896 
 ylaJ 	 232.5625 	 238.125 	 175,00   	 200.8965 	 304.4615 	 331.6923 	 353.2414 	 335.5172 	 201.5 	 246.1923 	 197.7241 	 198.1035 	 284.1562 	 338.6875 	 354.3103 	 351.1379 
 ydiP 	 582.9655 	 683.6896 	 558.0345 	 565.4828 	 1169.345 	 1228.448 	 1147.069 	 1188.69 	 659.3793 	 733.5517 	 625.5517 	 624.8276 	 1157.69 	 1140.724 	 1156.586 	 1211.621 
 oppA 	 464.3103 	 522.1035 	 371.7931 	 427.1724 	 821.9655 	 854.2759 	 618.4138 	 649.5862 	 464.8276 	 493.069 	 380.2069 	 385.4483 	 800.9655 	 784.2069 	 652.8965 	 652.1379 
 fabG 	 439.6552 	 438.3103 	 356.069 	 387.7586 	 717.7586 	 768.8276 	 566.8621 	 508.1724 	 368.3793 	 379.5517 	 364.4828 	 328.4483 	 650.2069 	 637.3104 	 636.6552 	 604.3104 
 yceJ 	 1892.793 	 1959.034 	 1340.897 	 1184.103 	 1509.931 	 1612.517 	 1532.069 	 1612.103 	 1979.103 	 2036.483 	 1515.276 	 1623.862 	 1556.793 	 1635.241 	 1579.621 	 1615.448 
 yetN 	 1045.207 	 1079.931 	 706.6552 	 634.5172 	 929.4828 	 918.3104 	 947.3793 	 997.3448 	 1214.207 	 1201.207 	 801.7586 	 810.6207 	 804.5862 	 776.3104 	 969.931 	 944.5172 
 yoaP 	 335.6923 	 361.4138 	 291.3448 	 288.0345 	 525.0345 	 529.7931 	 469.0345 	 512.3104 	 417.931 	 395.6207 	 242.6552 	 260.3103 	 455.6552 	 455.7586 	 494.2758 	 519.6552 
 purQ 	 467.5517 	 450.3103 	 305.6552 	 289.8965 	 529.7586 	 560.7586 	 590.7586 	 581.6896 	 427.6207 	 452.1035 	 403.7586 	 392.6897 	 475.9655 	 488.1379 	 677.069 	 685.6896 
 yjcS 	 317.1035 	 340.2414 	 261.5862 	 280.6207 	 573.2069 	 557.3104 	 461.8621 	 531.5172 	 364.3462 	 355.4615 	 285.7242 	 289.8276 	 536.8621 	 549.8965 	 530.7931 	 498.2758 
 fliE 	 598.2414 	 576.5172 	 390.3103 	 408.069 	 928.2414 	 992.5517 	 1003.828 	 1026.414 	 628.7931 	 631.7931 	 541.2414 	 554.1379 	 947.7241 	 1004.345 	 1166.276 	 1236.483 
 ycgS 	 446.5517 	 505,00   	 274.0345 	 257.1035 	 447,00   	 438.5 	 415.069 	 463.8965 	 508.5862 	 508.4483 	 276.2069 	 288.7242 	 415.3793 	 441.9655 	 409.3103 	 438.1379 
 yfmE 	 670.0345 	 657.2759 	 420.4483 	 433.7586 	 960.7586 	 963.931 	 1029.966 	 1048.931 	 661.9655 	 702.4483 	 568.2414 	 543.0345 	 1097.241 	 1124.724 	 1096.276 	 1004.483 
 yobR 	 1411.345 	 1510.345 	 1231.414 	 1177.241 	 1337.207 	 1318.69 	 2531.207 	 2534.793 	 1785.483 	 1711.828 	 1486.586 	 1556.207 	 1196.621 	 1301.31 	 2735.552 	 2714.655 
 yerN 	 882.3793 	 931.2414 	 685.0345 	 671.8621 	 1339.241 	 1311.414 	 1228.552 	 1331.483 	 836.2069 	 809.6207 	 753.069 	 739.0345 	 1309.621 	 1392.862 	 1366.655 	 1412.207 
